Red,#ff0000,,,,,
Brown\Pale Yellow,#a8813d,#ffff99,,,,
Brown\Maroon,#a8813d,#990033,,,,
Brown\Red-Orange,#a8813d,#cc3300,,,,
Brown\Light Grey,#a8813d,#cccccc,,,,
Brown\Slate,#a8813d,#333333,,,,
White\Red,#ffffff,#ff0000,,,,
White\Blue,#ffffff,#0000ff,,,,
White\Green,#ffffff,#009900,,,,
White\Orange,#ffffff,#ff9900,,,,
White\Yellow,#ffffff,#ffff00,,,,
White\Pink,#ffffff,#ffcccc,,,,
White\Purple,#ffffff,#990099,,,,
White\Violet,#ffffff,#9966ff,,,,
White\Turquoise,#ffffff,#00cccc,,,,
White\Gold,#ffffff,#ffcc00,,,,
White\Lime,#ffffff,#00ff00,,,,
White\Aqua,#ffffff,#00ffff,,,,
White\Navy,#ffffff,#000099,,,,
White\Coral,#ffffff,#ff9966,,,,
White\Teal,#ffffff,#009999,,,,
White\Brown,#ffffff,#a8813d,,,,
White\Black,#ffffff,#000000,,,,
White\Grey,#ffffff,#999999,,,,
White\Baby Blue,#ffffff,#ccffff,,,,
White\Light Grey,#ffffff,#cccccc,,,,
White\Light Green,#ffffff,#99ff99,,,,
White\Rose Gold,#ffffff,#ffcc99,,,,
White\Forest Green,#ffffff,#336633,,,,
White\Beige,#ffffff,#ffffcc,,,,
White\Hot Pink,#ffffff,#ff66cc,,,,
White\Pale Yellow,#ffffff,#ffff99,,,,
White\Maroon,#ffffff,#990033,,,,
White\Red-Orange,#ffffff,#cc3300,,,,
White\Light Grey,#ffffff,#cccccc,,,,
White\Slate,#ffffff,#333333,,,,
Black\Red,#000000,#ff0000,,,,
Black\Blue,#000000,#0000ff,,,,
Black\Green,#000000,#009900,,,,
Black\Orange,#000000,#ff9900,,,,
Black\Yellow,#000000,#ffff00,,,,
Black\Pink,#000000,#ffcccc,,,,
Black\Purple,#000000,#990099,,,,
Black\Violet,#000000,#9966ff,,,,
Black\Turquoise,#000000,#00cccc,,,,
Black\Gold,#000000,#ffcc00,,,,
Black\Lime,#000000,#00ff00,,,,
Black\Aqua,#000000,#00ffff,,,,
Black\Navy,#000000,#000099,,,,
Black\Coral,#000000,#ff9966,,,,
Black\Teal,#000000,#009999,,,,
Black\Brown,#000000,#a8813d,,,,
Black\White,#000000,#ffffff,,,,
Black\Grey,#000000,#999999,,,,
Black\Baby Blue,#000000,#ccffff,,,,
Black\Light Grey,#000000,#cccccc,,,,
Black\Light Green,#000000,#99ff99,,,,
Black\Rose Gold,#000000,#ffcc99,,,,
Black\Forest Green,#000000,#336633,,,,
Black\Beige,#000000,#ffffcc,,,,
Black\Hot Pink,#000000,#ff66cc,,,,
Black\Pale Yellow,#000000,#ffff99,,,,
Black\Maroon,#000000,#990033,,,,
Black\Red-Orange,#000000,#cc3300,,,,
Black\Light Grey,#000000,#cccccc,,,,
Black\Slate,#000000,#333333,,,,
Grey\Red,#999999,#ff0000,,,,
Grey\Blue,#999999,#0000ff,,,,
Grey\Green,#999999,#009900,,,,
Grey\Orange,#999999,#ff9900,,,,
Grey\Yellow,#999999,#ffff00,,,,
Grey\Pink,#999999,#ffcccc,,,,
Grey\Purple,#999999,#990099,,,,
Grey\Violet,#999999,#9966ff,,,,
Grey\Turquoise,#999999,#00cccc,,,,
Grey\Gold,#999999,#ffcc00,,,,
Grey\Lime,#999999,#00ff00,,,,
Grey\Aqua,#999999,#00ffff,,,,
Grey\Navy,#999999,#000099,,,,
Grey\Coral,#999999,#ff9966,,,,
Grey\Teal,#999999,#009999,,,,
Grey\Brown,#999999,#a8813d,,,,
Grey\White,#999999,#ffffff,,,,
Grey\Black,#999999,#000000,,,,
Grey\Baby Blue,#999999,#ccffff,,,,
Grey\Light Grey,#999999,#cccccc,,,,
Grey\Light Green,#999999,#99ff99,,,,
Grey\Rose Gold,#999999,#ffcc99,,,,
Grey\Forest Green,#999999,#336633,,,,
Grey\Beige,#999999,#ffffcc,,,,
Grey\Hot Pink,#999999,#ff66cc,,,,
Grey\Pale Yellow,#999999,#ffff99,,,,
Grey\Maroon,#999999,#990033,,,,
Grey\Red-Orange,#999999,#cc3300,,,,
Grey\Light Grey,#999999,#cccccc,,,,
Grey\Slate,#999999,#333333,,,,
Baby Blue\Red,#ccffff,#ff0000,,,,
Baby Blue\Blue,#ccffff,#0000ff,,,,
Baby Blue\Green,#ccffff,#009900,,,,
Baby Blue\Orange,#ccffff,#ff9900,,,,
Baby Blue\Yellow,#ccffff,#ffff00,,,,
Baby Blue\Pink,#ccffff,#ffcccc,,,,
Baby Blue\Purple,#ccffff,#990099,,,,
Baby Blue\Violet,#ccffff,#9966ff,,,,
Baby Blue\Turquoise,#ccffff,#00cccc,,,,
Baby Blue\Gold,#ccffff,#ffcc00,,,,
Baby Blue\Lime,#ccffff,#00ff00,,,,
Baby Blue\Aqua,#ccffff,#00ffff,,,,
Baby Blue\Navy,#ccffff,#000099,,,,
Baby Blue\Coral,#ccffff,#ff9966,,,,
Baby Blue\Teal,#ccffff,#009999,,,,
Baby Blue\Brown,#ccffff,#a8813d,,,,
Baby Blue\White,#ccffff,#ffffff,,,,
Baby Blue\Black,#ccffff,#000000,,,,
Baby Blue\Grey,#ccffff,#999999,,,,
Baby Blue\Light Grey,#ccffff,#cccccc,,,,
Baby Blue\Light Green,#ccffff,#99ff99,,,,
Baby Blue\Rose Gold,#ccffff,#ffcc99,,,,
Baby Blue\Forest Green,#ccffff,#336633,,,,
Baby Blue\Beige,#ccffff,#ffffcc,,,,
Baby Blue\Hot Pink,#ccffff,#ff66cc,,,,
Baby Blue\Pale Yellow,#ccffff,#ffff99,,,,
Baby Blue\Maroon,#ccffff,#990033,,,,
Baby Blue\Red-Orange,#ccffff,#cc3300,,,,
Baby Blue\Light Grey,#ccffff,#cccccc,,,,
Baby Blue\Slate,#ccffff,#333333,,,,
Light Grey\Red,#cccccc,#ff0000,,,,
Light Grey\Blue,#cccccc,#0000ff,,,,
Light Grey\Green,#cccccc,#009900,,,,
Light Grey\Orange,#cccccc,#ff9900,,,,
Light Grey\Yellow,#cccccc,#ffff00,,,,
Light Grey\Pink,#cccccc,#ffcccc,,,,
Light Grey\Purple,#cccccc,#990099,,,,
Light Grey\Violet,#cccccc,#9966ff,,,,
Light Grey\Turquoise,#cccccc,#00cccc,,,,
Light Grey\Gold,#cccccc,#ffcc00,,,,
Light Grey\Lime,#cccccc,#00ff00,,,,
Light Grey\Aqua,#cccccc,#00ffff,,,,
Light Grey\Navy,#cccccc,#000099,,,,
Light Grey\Coral,#cccccc,#ff9966,,,,
Light Grey\Teal,#cccccc,#009999,,,,
Light Grey\Brown,#cccccc,#a8813d,,,,
Light Grey\White,#cccccc,#ffffff,,,,
Light Grey\Black,#cccccc,#000000,,,,
Light Grey\Grey,#cccccc,#999999,,,,
Light Grey\Baby Blue,#cccccc,#ccffff,,,,
Light Grey\Light Green,#cccccc,#99ff99,,,,
Light Grey\Rose Gold,#cccccc,#ffcc99,,,,
Light Grey\Forest Green,#cccccc,#336633,,,,
Light Grey\Beige,#cccccc,#ffffcc,,,,
Light Grey\Hot Pink,#cccccc,#ff66cc,,,,
Light Grey\Pale Yellow,#cccccc,#ffff99,,,,
Light Grey\Maroon,#cccccc,#990033,,,,
Light Grey\Red-Orange,#cccccc,#cc3300,,,,
Light Grey\Light Grey,#cccccc,#cccccc,,,,
Light Grey\Slate,#cccccc,#333333,,,,
Light Green\Red,#99ff99,#ff0000,,,,
Light Green\Blue,#99ff99,#0000ff,,,,
Light Green\Green,#99ff99,#009900,,,,
Light Green\Orange,#99ff99,#ff9900,,,,
Light Green\Yellow,#99ff99,#ffff00,,,,
Light Green\Pink,#99ff99,#ffcccc,,,,
Light Green\Purple,#99ff99,#990099,,,,
Light Green\Violet,#99ff99,#9966ff,,,,
Light Green\Turquoise,#99ff99,#00cccc,,,,
Light Green\Gold,#99ff99,#ffcc00,,,,
Light Green\Lime,#99ff99,#00ff00,,,,
Light Green\Aqua,#99ff99,#00ffff,,,,
Light Green\Navy,#99ff99,#000099,,,,
Light Green\Coral,#99ff99,#ff9966,,,,
Light Green\Teal,#99ff99,#009999,,,,
Light Green\Brown,#99ff99,#a8813d,,,,
Light Green\White,#99ff99,#ffffff,,,,
Light Green\Black,#99ff99,#000000,,,,
Light Green\Grey,#99ff99,#999999,,,,
Light Green\Baby Blue,#99ff99,#ccffff,,,,
Light Green\Light Grey,#99ff99,#cccccc,,,,
Light Green\Rose Gold,#99ff99,#ffcc99,,,,
Light Green\Forest Green,#99ff99,#336633,,,,
Light Green\Beige,#99ff99,#ffffcc,,,,
Light Green\Hot Pink,#99ff99,#ff66cc,,,,
Light Green\Pale Yellow,#99ff99,#ffff99,,,,
Light Green\Maroon,#99ff99,#990033,,,,
Light Green\Red-Orange,#99ff99,#cc3300,,,,
Light Green\Light Grey,#99ff99,#cccccc,,,,
Light Green\Slate,#99ff99,#333333,,,,
Rose Gold\Red,#ffcc99,#ff0000,,,,
Rose Gold\Blue,#ffcc99,#0000ff,,,,
Rose Gold\Green,#ffcc99,#009900,,,,
Rose Gold\Orange,#ffcc99,#ff9900,,,,
Rose Gold\Yellow,#ffcc99,#ffff00,,,,
Rose Gold\Pink,#ffcc99,#ffcccc,,,,
Rose Gold\Purple,#ffcc99,#990099,,,,
Rose Gold\Violet,#ffcc99,#9966ff,,,,
Rose Gold\Turquoise,#ffcc99,#00cccc,,,,
Rose Gold\Gold,#ffcc99,#ffcc00,,,,
Rose Gold\Lime,#ffcc99,#00ff00,,,,
Rose Gold\Aqua,#ffcc99,#00ffff,,,,
Rose Gold\Navy,#ffcc99,#000099,,,,
Rose Gold\Coral,#ffcc99,#ff9966,,,,
Rose Gold\Teal,#ffcc99,#009999,,,,
Rose Gold\Brown,#ffcc99,#a8813d,,,,
Rose Gold\White,#ffcc99,#ffffff,,,,
Rose Gold\Black,#ffcc99,#000000,,,,
Rose Gold\Grey,#ffcc99,#999999,,,,
Rose Gold\Baby Blue,#ffcc99,#ccffff,,,,
Rose Gold\Light Grey,#ffcc99,#cccccc,,,,
Rose Gold\Light Green,#ffcc99,#99ff99,,,,
Rose Gold\Forest Green,#ffcc99,#336633,,,,
Rose Gold\Beige,#ffcc99,#ffffcc,,,,
Rose Gold\Hot Pink,#ffcc99,#ff66cc,,,,
Rose Gold\Pale Yellow,#ffcc99,#ffff99,,,,
Rose Gold\Maroon,#ffcc99,#990033,,,,
Rose Gold\Red-Orange,#ffcc99,#cc3300,,,,
Rose Gold\Light Grey,#ffcc99,#cccccc,,,,
Rose Gold\Slate,#ffcc99,#333333,,,,
Forest Green\Red,#336633,#ff0000,,,,
Forest Green\Blue,#336633,#0000ff,,,,
Forest Green\Green,#336633,#009900,,,,
Forest Green\Orange,#336633,#ff9900,,,,
Forest Green\Yellow,#336633,#ffff00,,,,
Forest Green\Pink,#336633,#ffcccc,,,,
Forest Green\Purple,#336633,#990099,,,,
Forest Green\Violet,#336633,#9966ff,,,,
Forest Green\Turquoise,#336633,#00cccc,,,,
Forest Green\Gold,#336633,#ffcc00,,,,
Forest Green\Lime,#336633,#00ff00,,,,
Forest Green\Aqua,#336633,#00ffff,,,,
Forest Green\Navy,#336633,#000099,,,,
Forest Green\Coral,#336633,#ff9966,,,,
Forest Green\Teal,#336633,#009999,,,,
Forest Green\Brown,#336633,#a8813d,,,,
Forest Green\White,#336633,#ffffff,,,,
Forest Green\Black,#336633,#000000,,,,
Forest Green\Grey,#336633,#999999,,,,
Forest Green\Baby Blue,#336633,#ccffff,,,,
Forest Green\Light Grey,#336633,#cccccc,,,,
Forest Green\Light Green,#336633,#99ff99,,,,
Forest Green\Rose Gold,#336633,#ffcc99,,,,
Forest Green\Beige,#336633,#ffffcc,,,,
Forest Green\Hot Pink,#336633,#ff66cc,,,,
Forest Green\Pale Yellow,#336633,#ffff99,,,,
Forest Green\Maroon,#336633,#990033,,,,
Forest Green\Red-Orange,#336633,#cc3300,,,,
Forest Green\Light Grey,#336633,#cccccc,,,,
Forest Green\Slate,#336633,#333333,,,,
Beige\Red,#ffffcc,#ff0000,,,,
Beige\Blue,#ffffcc,#0000ff,,,,
Beige\Green,#ffffcc,#009900,,,,
Beige\Orange,#ffffcc,#ff9900,,,,
Beige\Yellow,#ffffcc,#ffff00,,,,
Beige\Pink,#ffffcc,#ffcccc,,,,
Beige\Purple,#ffffcc,#990099,,,,
Beige\Violet,#ffffcc,#9966ff,,,,
Beige\Turquoise,#ffffcc,#00cccc,,,,
Beige\Gold,#ffffcc,#ffcc00,,,,
Beige\Lime,#ffffcc,#00ff00,,,,
Beige\Aqua,#ffffcc,#00ffff,,,,
Beige\Navy,#ffffcc,#000099,,,,
Beige\Coral,#ffffcc,#ff9966,,,,
Beige\Teal,#ffffcc,#009999,,,,
Beige\Brown,#ffffcc,#a8813d,,,,
Beige\White,#ffffcc,#ffffff,,,,
Beige\Black,#ffffcc,#000000,,,,
Beige\Grey,#ffffcc,#999999,,,,
Beige\Baby Blue,#ffffcc,#ccffff,,,,
Beige\Light Grey,#ffffcc,#cccccc,,,,
Beige\Light Green,#ffffcc,#99ff99,,,,
Beige\Rose Gold,#ffffcc,#ffcc99,,,,
Beige\Forest Green,#ffffcc,#336633,,,,
Beige\Hot Pink,#ffffcc,#ff66cc,,,,
Beige\Pale Yellow,#ffffcc,#ffff99,,,,
Beige\Maroon,#ffffcc,#990033,,,,
Beige\Red-Orange,#ffffcc,#cc3300,,,,
Beige\Light Grey,#ffffcc,#cccccc,,,,
Beige\Slate,#ffffcc,#333333,,,,
Hot Pink\Red,#ff66cc,#ff0000,,,,
Hot Pink\Blue,#ff66cc,#0000ff,,,,
Hot Pink\Green,#ff66cc,#009900,,,,
Hot Pink\Orange,#ff66cc,#ff9900,,,,
Hot Pink\Yellow,#ff66cc,#ffff00,,,,
Hot Pink\Pink,#ff66cc,#ffcccc,,,,
Hot Pink\Purple,#ff66cc,#990099,,,,
Hot Pink\Violet,#ff66cc,#9966ff,,,,
Hot Pink\Turquoise,#ff66cc,#00cccc,,,,
Hot Pink\Gold,#ff66cc,#ffcc00,,,,
Hot Pink\Lime,#ff66cc,#00ff00,,,,
Hot Pink\Aqua,#ff66cc,#00ffff,,,,
Hot Pink\Navy,#ff66cc,#000099,,,,
Hot Pink\Coral,#ff66cc,#ff9966,,,,
Hot Pink\Teal,#ff66cc,#009999,,,,
Hot Pink\Brown,#ff66cc,#a8813d,,,,
Hot Pink\White,#ff66cc,#ffffff,,,,
Hot Pink\Black,#ff66cc,#000000,,,,
Hot Pink\Grey,#ff66cc,#999999,,,,
Hot Pink\Baby Blue,#ff66cc,#ccffff,,,,
Hot Pink\Light Grey,#ff66cc,#cccccc,,,,
Hot Pink\Light Green,#ff66cc,#99ff99,,,,
Hot Pink\Rose Gold,#ff66cc,#ffcc99,,,,
Hot Pink\Forest Green,#ff66cc,#336633,,,,
Hot Pink\Beige,#ff66cc,#ffffcc,,,,
Hot Pink\Pale Yellow,#ff66cc,#ffff99,,,,
Hot Pink\Maroon,#ff66cc,#990033,,,,
Hot Pink\Red-Orange,#ff66cc,#cc3300,,,,
Hot Pink\Light Grey,#ff66cc,#cccccc,,,,
Hot Pink\Slate,#ff66cc,#333333,,,,
Pale Yellow\Red,#ffff99,#ff0000,,,,
Pale Yellow\Blue,#ffff99,#0000ff,,,,
Pale Yellow\Green,#ffff99,#009900,,,,
Pale Yellow\Orange,#ffff99,#ff9900,,,,
Pale Yellow\Yellow,#ffff99,#ffff00,,,,
Pale Yellow\Pink,#ffff99,#ffcccc,,,,
Pale Yellow\Purple,#ffff99,#990099,,,,
Pale Yellow\Violet,#ffff99,#9966ff,,,,
Pale Yellow\Turquoise,#ffff99,#00cccc,,,,
Pale Yellow\Gold,#ffff99,#ffcc00,,,,
Pale Yellow\Lime,#ffff99,#00ff00,,,,
Pale Yellow\Aqua,#ffff99,#00ffff,,,,
Pale Yellow\Navy,#ffff99,#000099,,,,
Pale Yellow\Coral,#ffff99,#ff9966,,,,
Pale Yellow\Teal,#ffff99,#009999,,,,
Pale Yellow\Brown,#ffff99,#a8813d,,,,
Pale Yellow\White,#ffff99,#ffffff,,,,
Pale Yellow\Black,#ffff99,#000000,,,,
Pale Yellow\Grey,#ffff99,#999999,,,,
Pale Yellow\Baby Blue,#ffff99,#ccffff,,,,
Pale Yellow\Light Grey,#ffff99,#cccccc,,,,
Pale Yellow\Light Green,#ffff99,#99ff99,,,,
Pale Yellow\Rose Gold,#ffff99,#ffcc99,,,,
Pale Yellow\Forest Green,#ffff99,#336633,,,,
Pale Yellow\Beige,#ffff99,#ffffcc,,,,
Pale Yellow\Hot Pink,#ffff99,#ff66cc,,,,
Pale Yellow\Maroon,#ffff99,#990033,,,,
Pale Yellow\Red-Orange,#ffff99,#cc3300,,,,
Pale Yellow\Light Grey,#ffff99,#cccccc,,,,
Pale Yellow\Slate,#ffff99,#333333,,,,
Maroon\Red,#990033,#ff0000,,,,
Maroon\Blue,#990033,#0000ff,,,,
Maroon\Green,#990033,#009900,,,,
Maroon\Orange,#990033,#ff9900,,,,
Maroon\Yellow,#990033,#ffff00,,,,
Maroon\Pink,#990033,#ffcccc,,,,
Maroon\Purple,#990033,#990099,,,,
Maroon\Violet,#990033,#9966ff,,,,
Maroon\Turquoise,#990033,#00cccc,,,,
Maroon\Gold,#990033,#ffcc00,,,,
Maroon\Lime,#990033,#00ff00,,,,
Maroon\Aqua,#990033,#00ffff,,,,
Maroon\Navy,#990033,#000099,,,,
Maroon\Coral,#990033,#ff9966,,,,
Maroon\Teal,#990033,#009999,,,,
Maroon\Brown,#990033,#a8813d,,,,
Maroon\White,#990033,#ffffff,,,,
Maroon\Black,#990033,#000000,,,,
Maroon\Grey,#990033,#999999,,,,
Maroon\Baby Blue,#990033,#ccffff,,,,
Maroon\Light Grey,#990033,#cccccc,,,,
Maroon\Light Green,#990033,#99ff99,,,,
Maroon\Rose Gold,#990033,#ffcc99,,,,
Maroon\Forest Green,#990033,#336633,,,,
Maroon\Beige,#990033,#ffffcc,,,,
Maroon\Hot Pink,#990033,#ff66cc,,,,
Maroon\Pale Yellow,#990033,#ffff99,,,,
Maroon\Red-Orange,#990033,#cc3300,,,,
Maroon\Light Grey,#990033,#cccccc,,,,
Maroon\Slate,#990033,#333333,,,,
Red-Orange\Red,#cc3300,#ff0000,,,,
Red-Orange\Blue,#cc3300,#0000ff,,,,
Red-Orange\Green,#cc3300,#009900,,,,
Red-Orange\Orange,#cc3300,#ff9900,,,,
Red-Orange\Yellow,#cc3300,#ffff00,,,,
Red-Orange\Pink,#cc3300,#ffcccc,,,,
Red-Orange\Purple,#cc3300,#990099,,,,
Red-Orange\Violet,#cc3300,#9966ff,,,,
Red-Orange\Turquoise,#cc3300,#00cccc,,,,
Red-Orange\Gold,#cc3300,#ffcc00,,,,
Red-Orange\Lime,#cc3300,#00ff00,,,,
Red-Orange\Aqua,#cc3300,#00ffff,,,,
Red-Orange\Navy,#cc3300,#000099,,,,
Red-Orange\Coral,#cc3300,#ff9966,,,,
Red-Orange\Teal,#cc3300,#009999,,,,
Red-Orange\Brown,#cc3300,#a8813d,,,,
Red-Orange\White,#cc3300,#ffffff,,,,
Red-Orange\Black,#cc3300,#000000,,,,
Red-Orange\Grey,#cc3300,#999999,,,,
Red-Orange\Baby Blue,#cc3300,#ccffff,,,,
Red-Orange\Light Grey,#cc3300,#cccccc,,,,
Red-Orange\Light Green,#cc3300,#99ff99,,,,
Red-Orange\Rose Gold,#cc3300,#ffcc99,,,,
Red-Orange\Forest Green,#cc3300,#336633,,,,
Red-Orange\Beige,#cc3300,#ffffcc,,,,
Red-Orange\Hot Pink,#cc3300,#ff66cc,,,,
Red-Orange\Pale Yellow,#cc3300,#ffff99,,,,
Red-Orange\Maroon,#cc3300,#990033,,,,
Red-Orange\Light Grey,#cc3300,#cccccc,,,,
Red-Orange\Slate,#cc3300,#333333,,,,
Light Grey\Red,#cccccc,#ff0000,,,,
Light Grey\Blue,#cccccc,#0000ff,,,,
Light Grey\Green,#cccccc,#009900,,,,
Light Grey\Orange,#cccccc,#ff9900,,,,
Light Grey\Yellow,#cccccc,#ffff00,,,,
Light Grey\Pink,#cccccc,#ffcccc,,,,
Light Grey\Purple,#cccccc,#990099,,,,
Light Grey\Violet,#cccccc,#9966ff,,,,
Light Grey\Turquoise,#cccccc,#00cccc,,,,
Light Grey\Gold,#cccccc,#ffcc00,,,,
Light Grey\Lime,#cccccc,#00ff00,,,,
Light Grey\Aqua,#cccccc,#00ffff,,,,
Light Grey\Navy,#cccccc,#000099,,,,
Light Grey\Coral,#cccccc,#ff9966,,,,
Light Grey\Teal,#cccccc,#009999,,,,
Light Grey\Brown,#cccccc,#a8813d,,,,
Light Grey\White,#cccccc,#ffffff,,,,
Light Grey\Black,#cccccc,#000000,,,,
Light Grey\Grey,#cccccc,#999999,,,,
Light Grey\Baby Blue,#cccccc,#ccffff,,,,
Light Grey\Light Grey,#cccccc,#cccccc,,,,
Light Grey\Light Green,#cccccc,#99ff99,,,,
Light Grey\Rose Gold,#cccccc,#ffcc99,,,,
Light Grey\Forest Green,#cccccc,#336633,,,,
Light Grey\Beige,#cccccc,#ffffcc,,,,
Light Grey\Hot Pink,#cccccc,#ff66cc,,,,
Light Grey\Pale Yellow,#cccccc,#ffff99,,,,
Light Grey\Maroon,#cccccc,#990033,,,,
Light Grey\Red-Orange,#cccccc,#cc3300,,,,
Light Grey\Slate,#cccccc,#333333,,,,
Slate\Red,#333333,#ff0000,,,,
Slate\Blue,#333333,#0000ff,,,,
Slate\Green,#333333,#009900,,,,
Slate\Orange,#333333,#ff9900,,,,
Slate\Yellow,#333333,#ffff00,,,,
Slate\Pink,#333333,#ffcccc,,,,
Slate\Purple,#333333,#990099,,,,
Slate\Violet,#333333,#9966ff,,,,
Slate\Turquoise,#333333,#00cccc,,,,
Slate\Gold,#333333,#ffcc00,,,,
Slate\Lime,#333333,#00ff00,,,,
Slate\Aqua,#333333,#00ffff,,,,
Slate\Navy,#333333,#000099,,,,
Slate\Coral,#333333,#ff9966,,,,
Slate\Teal,#333333,#009999,,,,
Slate\Brown,#333333,#a8813d,,,,
Slate\White,#333333,#ffffff,,,,
Slate\Black,#333333,#000000,,,,
Slate\Grey,#333333,#999999,,,,
Slate\Baby Blue,#333333,#ccffff,,,,
Slate\Light Grey,#333333,#cccccc,,,,
Slate\Light Green,#333333,#99ff99,,,,
Slate\Rose Gold,#333333,#ffcc99,,,,
Slate\Forest Green,#333333,#336633,,,,
Slate\Beige,#333333,#ffffcc,,,,
Slate\Hot Pink,#333333,#ff66cc,,,,
Slate\Pale Yellow,#333333,#ffff99,,,,
Slate\Maroon,#333333,#990033,,,,
Slate\Red-Orange,#333333,#cc3300,,,,
Slate\Light Grey,#333333,#cccccc,,,,
